audio_file,result,comet,confidence
80431_44.wav,55.34802403013189,0.5596516728401184,tensor([0.0003])
81387_118.wav,22.243542956289343,0.5280234217643738,tensor([4.8719e-05])
91039_40.wav,43.96066143868675,0.8680016994476318,tensor([8.1551e-06])
91039_29.wav,26.7219422550023,0.8670226335525513,tensor([0.0008])
70362_13.wav,45.328740049261505,0.9478575587272644,tensor([1.6174e-05])
86145_14.wav,25.716910917678824,0.8839502334594727,tensor([1.9978e-05])
81387_123.wav,60.639052238535555,0.8308567404747009,tensor([3.2300e-08])
84145_46.wav,43.17306345243099,0.9179981350898743,tensor([4.3725e-05])
81387_59.wav,73.24199424987165,0.8825309872627258,tensor([0.0474])
78106_3.wav,45.82381096523763,0.8892606496810913,tensor([1.6977e-06])
64520_43.wav,48.73023703436813,0.5077053904533386,tensor([2.1066e-16])
82027_7.wav,45.81376378386629,0.9279757738113403,tensor([0.0229])
80431_72.wav,56.28025576399928,0.7600727677345276,tensor([5.6194e-17])
87645_59.wav,40.65893165614884,0.986269474029541,tensor([0.0374])
84818_33.wav,29.401715626716758,0.7622819542884827,tensor([5.0740e-06])
84818_77.wav,37.67572763210192,0.9177625179290771,tensor([5.0913e-06])
89208_28.wav,48.053949254930146,0.8697905540466309,tensor([5.4530e-06])
91039_69.wav,6.05936172154878,0.8998201489448547,tensor([0.0431])
82791_21.wav,46.382636140332416,0.8223215341567993,tensor([1.2149e-11])
86145_8.wav,54.69893024163542,0.8807225227355957,tensor([4.6876e-05])
78705_20.wav,40.143235011680716,0.7995380163192749,tensor([1.2733e-12])
81336_31.wav,62.82152293044741,0.9151947498321533,tensor([0.0026])
76213_10.wav,39.981330549363726,0.9441532492637634,tensor([0.0008])
87645_73.wav,64.8934443096777,0.6221466660499573,tensor([2.3247e-05])
81212_36.wav,72.75598485132775,0.7803641557693481,tensor([1.1131e-09])
79874_23.wav,55.36430801547717,0.7460296154022217,tensor([1.7361e-11])
86145_34.wav,41.24227407225531,0.8803777694702148,tensor([1.0097e-05])
24424_1.wav,43.738674305214545,0.7042542099952698,tensor([3.1720e-07])
79305_13.wav,47.11115220015866,0.5798208117485046,tensor([6.1203e-13])
91039_64.wav,29.36994585775152,0.6646903157234192,tensor([0.0029])
91371_12.wav,56.60922110141532,0.8173869252204895,tensor([2.0591e-25])
81212_20.wav,61.71064868776732,0.8778585195541382,tensor([2.1027e-10])
79874_27.wav,53.29830603071842,0.7486623525619507,tensor([1.4296e-05])
78705_6.wav,59.276571051165796,0.7441055774688721,tensor([1.2797e-14])
20086_86.wav,100.0,0.5704071521759033,tensor([1.0365e-07])
81387_54.wav,37.84188276333913,0.8572297096252441,tensor([0.0001])
84818_129.wav,36.039203265051256,0.7180303931236267,tensor([1.0675e-07])
82092_21.wav,60.60335263835028,0.9203914403915405,tensor([1.2736e-08])
81160_27.wav,70.05982164772819,0.7691311240196228,tensor([1.0977e-14])
24425_30.wav,51.839973622590456,0.9322245717048645,tensor([0.0001])
84818_59.wav,35.20571400124052,0.8428702354431152,tensor([0.0045])
84818_85.wav,32.24436391014645,0.8727236390113831,tensor([0.0003])
24423_18.wav,48.64034206408574,0.8958462476730347,tensor([9.3973e-06])
76213_18.wav,21.194133555746486,0.7251661419868469,tensor([9.8953e-07])
89208_7.wav,35.726055887700106,0.4932054579257965,tensor([3.0712e-32])
78106_25.wav,20.996800711417414,0.5615257024765015,tensor([2.9169e-17])
20086_44.wav,7.822273016718971,0.520819365978241,tensor([0.0416])
80431_19.wav,42.82321577974863,0.665525496006012,tensor([8.7761e-16])
84818_11.wav,47.08378660609916,0.9470887780189514,tensor([0.0001])
84818_135.wav,52.19725889489736,0.8774958252906799,tensor([3.4274e-06])
20086_100.wav,24.75332450981659,0.8670501112937927,tensor([1.9991e-05])
79305_22.wav,57.35362497550578,0.7099743485450745,tensor([1.7721e-12])
76213_29.wav,25.394576704063212,0.6990934014320374,tensor([1.1586e-08])
80685_35.wav,48.45559437496414,0.8131245374679565,tensor([8.0040e-12])
87645_42.wav,50.091516727013385,0.7982473373413086,tensor([2.2801e-07])
76221_32.wav,33.68332783815421,0.9342908263206482,tensor([2.7620e-07])
78705_18.wav,62.56972968636418,0.7913410067558289,tensor([4.2863e-06])
80820_36.wav,56.62280529400275,0.7347217202186584,tensor([3.9069e-08])
80431_11.wav,57.66766642421637,0.5838093161582947,tensor([6.8911e-11])
82092_26.wav,44.54259261716245,0.8639336228370667,tensor([1.7910e-05])
91039_57.wav,54.24329062039402,0.9357315301895142,tensor([0.0015])
24250_1.wav,30.722396454261478,0.8600835204124451,tensor([6.1090e-12])
81387_29.wav,41.93017668081524,0.6129966974258423,tensor([2.5165e-14])
70362_2.wav,40.65897247016073,0.8932603001594543,tensor([2.4403e-10])
81387_21.wav,27.879178943979433,0.5082846283912659,tensor([2.7838e-14])
64520_60.wav,35.574463496747015,0.4379279911518097,tensor([2.5746e-17])
81336_5.wav,44.79279341438524,0.7884735465049744,tensor([9.5032e-15])
81387_122.wav,54.497233713300695,0.40651175379753113,tensor([0.0014])
81387_63.wav,45.11577641220223,0.606182873249054,tensor([2.1999e-08])
84818_68.wav,13.907120694179937,0.764641284942627,tensor([2.8973e-05])
81336_3.wav,54.97244892375198,0.8862869739532471,tensor([2.0105e-06])
