audio_file,result,comet,confidence
80431_44.wav,100.00000000000004,0.5596516728401184,tensor([0.0003])
81387_118.wav,43.17786702993696,0.5280234217643738,tensor([4.8719e-05])
91039_40.wav,83.93757195171837,0.8680016994476318,tensor([8.1551e-06])
91039_29.wav,100.00000000000004,0.8670226335525513,tensor([0.0008])
70362_13.wav,100.00000000000004,0.9478575587272644,tensor([1.6174e-05])
86145_14.wav,88.01117367933934,0.8839502334594727,tensor([1.9978e-05])
81387_123.wav,100.00000000000004,0.8308567404747009,tensor([3.2300e-08])
84145_46.wav,100.00000000000004,0.9179981350898743,tensor([4.3725e-05])
81387_59.wav,100.00000000000004,0.8825309872627258,tensor([0.0474])
78106_3.wav,84.92326635760686,0.8892606496810913,tensor([1.6977e-06])
64520_43.wav,80.68875197087755,0.5077053904533386,tensor([2.1066e-16])
82027_7.wav,100.00000000000004,0.9279757738113403,tensor([0.0229])
80431_72.wav,93.2104497723635,0.7600727677345276,tensor([5.6194e-17])
87645_59.wav,100.00000000000004,0.986269474029541,tensor([0.0374])
84818_33.wav,65.12919853560736,0.7622819542884827,tensor([5.0740e-06])
84818_77.wav,100.00000000000004,0.9177625179290771,tensor([5.0913e-06])
89208_28.wav,96.21954581957614,0.8697905540466309,tensor([5.4530e-06])
91039_69.wav,100.00000000000004,0.8998201489448547,tensor([0.0431])
82791_21.wav,70.65745212827576,0.8223215341567993,tensor([1.2149e-11])
86145_8.wav,100.00000000000004,0.8807225227355957,tensor([4.6876e-05])
78705_20.wav,67.50797843126767,0.7995380163192749,tensor([1.2733e-12])
81336_31.wav,100.00000000000004,0.9151947498321533,tensor([0.0026])
76213_10.wav,70.71067811865478,0.9441532492637634,tensor([0.0008])
87645_73.wav,100.00000000000004,0.6221466660499573,tensor([2.3247e-05])
81212_36.wav,100.00000000000004,0.7803641557693481,tensor([1.1131e-09])
79874_23.wav,90.61874434879648,0.7460296154022217,tensor([1.7361e-11])
86145_34.wav,100.00000000000004,0.8803777694702148,tensor([1.0097e-05])
24424_1.wav,100.00000000000004,0.7042542099952698,tensor([3.1720e-07])
79305_13.wav,39.67088290836576,0.5798208117485046,tensor([6.1203e-13])
91039_64.wav,100.00000000000004,0.6646903157234192,tensor([0.0029])
91371_12.wav,66.73344352768198,0.8173869252204895,tensor([2.0591e-25])
81212_20.wav,100.00000000000004,0.8778585195541382,tensor([2.1027e-10])
79874_27.wav,100.00000000000004,0.7486623525619507,tensor([1.4296e-05])
78705_6.wav,58.90928729589968,0.7441055774688721,tensor([1.2797e-14])
20086_86.wav,100.00000000000004,0.5704071521759033,tensor([1.0365e-07])
81387_54.wav,100.00000000000004,0.8572297096252441,tensor([0.0001])
